202143,27.943246262873,19.560672569503357,27.988937925576177
202144,26.887070987012898,24.45044842228638,27.063908280925542
202145,26.751825133755904,22.562253644756304,29.265664497720113
202146,26.015493390211283,22.469501983550327,26.460590728182034
202147,25.09123154706223,23.154117261866745,27.779016826160934
202148,23.093497324007387,21.46099191969415,24.910281980883635
202149,22.15019110581561,22.138240189378113,29.22724233355334
202150,24.943802478992893,17.29422491800103,27.165653865025504
202151,26.838378014680867,19.083484263286742,30.035194075519353
202152,26.512890681122066,23.687938770841967,27.569172679656813
