202143,28.69491021100113,20.252846808979143,28.160437142675462
202144,30.691154174431194,26.053562332096885,28.301700359311877
202145,32.85568004837979,24.900195072052078,30.514944579093996
202146,34.43382579785599,26.143818442410687,26.766933602768777
202147,31.91702470023279,24.494205007517824,29.24376191706741
202148,29.26688729719943,24.823075253434613,26.084774308225903
202149,28.34164825219472,24.564035380310596,29.094257759666096
202150,30.712446013965653,20.692765547027882,28.552352133090864
202151,33.16091464806333,21.023401198914634,31.644723297363274
202152,33.42797591803607,23.16298331810507,27.26867570345007
